"caseID","eventType","timeStamp","Label","Value","source","lifecycle:transition","Column","Row","Sheet","FileName","Url","Found"
"36","paste","2019-03-05T12:11:05.359Z","name","25","Excel","complete","B","1496",,,,
"36","goToUrl","2019-03-05T12:11:08.451Z",,,"Web","complete",,,,,"www.webpage.com",
"36","clickButton","2019-03-05T12:11:20.704Z","OK",,"Web","complete",,,,,,
"37","insertValue","2019-03-05T12:11:30.704Z","value1","value479","Web","complete",,,,,,
"37","insertValue","2019-03-05T12:11:39.684Z","code","18","Web","complete",,,,,,
"37","clickButton","2019-03-05T12:11:49.879Z","B6",,"Web","complete",,,,,,
"37","clickButton","2019-03-05T12:11:52.709Z","open",,"Web","complete",,,,,,
"37","copy","2019-03-05T12:11:56.257Z","code","18","Web","complete",,,,,,
"37","paste","2019-03-05T12:12:00.100Z","name","18","Excel","complete","B","868",,,,
"37","clickButton","2019-03-05T12:12:02.067Z","cancel",,"Web","complete",,,,,,
"37","clickButton","2019-03-05T12:12:06.340Z","OK",,"Web","complete",,,,,,
"38","insertValue","2019-03-05T12:12:16.340Z","value1","value1672","Web","complete",,,,,,
"38","insertValue","2019-03-05T12:12:23.104Z","code","24","Web","complete",,,,,,
"38","clickButton","2019-03-05T12:12:29.004Z","B6",,"Web","complete",,,,,,
"38","goToUrl","2019-03-05T12:12:34.834Z",,,"Web","complete",,,,,"www.webpage2.com",
"38","clickButton","2019-03-05T12:12:42.126Z","open",,"Web","complete",,,,,,
"38","openFile","2019-03-05T12:12:43.472Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"38","copy","2019-03-05T12:12:45.688Z","code","24","Web","complete",,,,,,
"38","paste","2019-03-05T12:12:49.792Z","name","24","Excel","complete","B","519",,,,
"38","clickButton","2019-03-05T12:12:51.850Z","cancel",,"Web","complete",,,,,,
"38","clickButton","2019-03-05T12:12:55.215Z","OK",,"Web","complete",,,,,,
"39","insertValue","2019-03-05T12:13:05.215Z","value1","value1632","Web","complete",,,,,,
"39","insertValue","2019-03-05T12:13:19.656Z","code","37","Web","complete",,,,,,
"39","clickButton","2019-03-05T12:13:28.121Z","B7",,"Web","complete",,,,,,
"39","goToUrl","2019-03-05T12:13:30.210Z",,,"Web","complete",,,,,"www.webpage2.com",
"39","clickButton","2019-03-05T12:13:38.814Z","open",,"Web","complete",,,,,,
"39","copy","2019-03-05T12:13:42.710Z","code","37","Web","complete",,,,,,
"39","paste","2019-03-05T12:13:46.132Z","name","37","Excel","complete","B","1864",,,,
"39","clickButton","2019-03-05T12:13:48.175Z","add",,"Web","complete",,,,,,
"39","clickButton","2019-03-05T12:13:50.450Z","OK",,"Web","complete",,,,,,
"40","insertValue","2019-03-05T12:14:00.450Z","value1","value1079","Web","complete",,,,,,
"40","insertValue","2019-03-05T12:14:00.519Z","code","32","Web","complete",,,,,,
"40","clickButton","2019-03-05T12:14:04.113Z","B7",,"Web","complete",,,,,,
"40","clickButton","2019-03-05T12:14:05.372Z","open",,"Web","complete",,,,,,
"40","openFile","2019-03-05T12:14:08.718Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"40","copy","2019-03-05T12:14:11.893Z","code","32","Web","complete",,,,,,
"40","paste","2019-03-05T12:14:15.868Z","name","32","Excel","complete","B","1125",,,,
"40","goToUrl","2019-03-05T12:14:19.367Z",,,"Web","complete",,,,,"www.webpage.com",
"40","clickButton","2019-03-05T12:14:23.680Z","OK",,"Web","complete",,,,,,
"41","insertValue","2019-03-05T12:14:33.680Z","value1","value1647","Web","complete",,,,,,
"41","insertValue","2019-03-05T12:14:46.055Z","code","26","Web","complete",,,,,,
"41","clickButton","2019-03-05T12:14:51.799Z","B7",,"Web","complete",,,,,,
"41","goToUrl","2019-03-05T12:14:55.557Z",,,"Web","complete",,,,,"www.webpage2.com",
"41","clickButton","2019-03-05T12:15:02.622Z","open",,"Web","complete",,,,,,
"41","openFile","2019-03-05T12:15:06.194Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"41","findValue","2019-03-05T12:15:10.459Z",,"name1582","Excel","complete",,,,,,"true"
"41","clickButton","2019-03-05T12:15:14.100Z","add",,"Web","complete",,,,,,
"41","clickButton","2019-03-05T12:15:19.475Z","OK",,"Web","complete",,,,,,
"42","insertValue","2019-03-05T12:15:29.475Z","value1","value1786","Web","complete",,,,,,
"42","insertValue","2019-03-05T12:15:29.475Z","code","23","Web","complete",,,,,,
"42","clickButton","2019-03-05T12:15:35.331Z","B7",,"Web","complete",,,,,,
"42","goToUrl","2019-03-05T12:15:36.938Z",,,"Web","complete",,,,,"www.webpage2.com",
"42","clickButton","2019-03-05T12:15:47.864Z","open",,"Web","complete",,,,,,
"42","openFile","2019-03-05T12:15:50.416Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"42","copy","2019-03-05T12:15:54.222Z","code","23","Web","complete",,,,,,
"42","paste","2019-03-05T12:15:55.438Z","name","23","Excel","complete","B","508",,,,
"42","goToUrl","2019-03-05T12:15:59.091Z",,,"Web","complete",,,,,"www.webpage.com",
"42","clickButton","2019-03-05T12:16:08.782Z","OK",,"Web","complete",,,,,,
"43","insertValue","2019-03-05T12:16:18.782Z","value1","value303","Web","complete",,,,,,
"43","insertValue","2019-03-05T12:16:25.109Z","code","30","Web","complete",,,,,,
"43","clickButton","2019-03-05T12:16:34.029Z","B7",,"Web","complete",,,,,,
"43","clickButton","2019-03-05T12:16:36.533Z","open",,"Web","complete",,,,,,
"43","openFile","2019-03-05T12:16:41.442Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"43","copy","2019-03-05T12:16:44.941Z","code","30","Web","complete",,,,,,
"43","paste","2019-03-05T12:16:48.784Z","name","30","Excel","complete","B","1832",,,,
"43","clickButton","2019-03-05T12:16:50.361Z","cancel",,"Web","complete",,,,,,
"43","clickButton","2019-03-05T12:16:51.699Z","OK",,"Web","complete",,,,,,
"44","insertValue","2019-03-05T12:17:01.699Z","value1","value763","Web","complete",,,,,,
"44","insertValue","2019-03-05T12:17:07.173Z","code","27","Web","complete",,,,,,
"44","clickButton","2019-03-05T12:17:12.172Z","B7",,"Web","complete",,,,,,
"44","goToUrl","2019-03-05T12:17:16.850Z",,,"Web","complete",,,,,"www.webpage2.com",
"44","clickButton","2019-03-05T12:17:16.850Z","open",,"Web","complete",,,,,,
"44","openFile","2019-03-05T12:17:19.746Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"44","copy","2019-03-05T12:17:22.128Z","code","27","Web","complete",,,,,,
"44","paste","2019-03-05T12:17:26.807Z","name","27","Excel","complete","B","1779",,,,
"44","goToUrl","2019-03-05T12:17:29.062Z",,,"Web","complete",,,,,"www.webpage.com",
"44","clickButton","2019-03-05T12:17:41.892Z","OK",,"Web","complete",,,,,,
"45","insertValue","2019-03-05T12:17:51.892Z","value1","value1269","Web","complete",,,,,,
"45","insertValue","2019-03-05T12:17:55.087Z","code","26","Web","complete",,,,,,
"45","clickButton","2019-03-05T12:18:03.372Z","B6",,"Web","complete",,,,,,
"45","clickButton","2019-03-05T12:18:07.435Z","open",,"Web","complete",,,,,,
"45","copy","2019-03-05T12:18:09.921Z","code","26","Web","complete",,,,,,
"45","paste","2019-03-05T12:18:13.047Z","name","26","Excel","complete","B","388",,,,
"45","goToUrl","2019-03-05T12:18:15.101Z",,,"Web","complete",,,,,"www.webpage.com",
"45","clickButton","2019-03-05T12:18:23.194Z","OK",,"Web","complete",,,,,,
"46","insertValue","2019-03-05T12:18:33.194Z","value1","value1697","Web","complete",,,,,,
"46","insertValue","2019-03-05T12:18:41.025Z","code","21","Web","complete",,,,,,
"46","clickButton","2019-03-05T12:18:49.535Z","B6",,"Web","complete",,,,,,
"46","goToUrl","2019-03-05T12:18:53.107Z",,,"Web","complete",,,,,"www.webpage2.com",
"46","clickButton","2019-03-05T12:19:01.828Z","open",,"Web","complete",,,,,,
"46","copy","2019-03-05T12:19:05.150Z","code","21","Web","complete",,,,,,
"46","paste","2019-03-05T12:19:07.583Z","name","21","Excel","complete","B","268",,,,
"46","clickButton","2019-03-05T12:19:10.764Z","add",,"Web","complete",,,,,,
"46","clickButton","2019-03-05T12:19:12.418Z","OK",,"Web","complete",,,,,,
"47","insertValue","2019-03-05T12:19:22.418Z","value1","value1634","Web","complete",,,,,,
"47","insertValue","2019-03-05T12:19:41.126Z","code","21","Web","complete",,,,,,
"47","clickButton","2019-03-05T12:19:56.878Z","B7",,"Web","complete",,,,,,
"47","goToUrl","2019-03-05T12:19:59.647Z",,,"Web","complete",,,,,"www.webpage2.com",
"47","clickButton","2019-03-05T12:20:03.285Z","open",,"Web","complete",,,,,,
"47","openFile","2019-03-05T12:20:06.596Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"47","copy","2019-03-05T12:20:08.750Z","code","21","Web","complete",,,,,,
"47","paste","2019-03-05T12:20:11.524Z","name","21","Excel","complete","B","1648",,,,
"47","clickButton","2019-03-05T12:20:13.758Z","cancel",,"Web","complete",,,,,,
"47","clickButton","2019-03-05T12:20:17.157Z","OK",,"Web","complete",,,,,,
"48","insertValue","2019-03-05T12:20:27.157Z","value1","value117","Web","complete",,,,,,
"48","insertValue","2019-03-05T12:20:35.481Z","code","19","Web","complete",,,,,,
"48","clickButton","2019-03-05T12:20:39.115Z","B7",,"Web","complete",,,,,,
"48","goToUrl","2019-03-05T12:20:42.833Z",,,"Web","complete",,,,,"www.webpage2.com",
"48","clickButton","2019-03-05T12:20:54.609Z","open",,"Web","complete",,,,,,
"48","copy","2019-03-05T12:20:58.540Z","code","19","Web","complete",,,,,,
"48","paste","2019-03-05T12:21:02.293Z","name","19","Excel","complete","B","879",,,,
"48","goToUrl","2019-03-05T12:21:05.312Z",,,"Web","complete",,,,,"www.webpage.com",
"48","clickButton","2019-03-05T12:21:05.312Z","OK",,"Web","complete",,,,,,
"49","insertValue","2019-03-05T12:21:15.312Z","value1","value1665","Web","complete",,,,,,
"49","insertValue","2019-03-05T12:21:23.890Z","code","29","Web","complete",,,,,,
"49","clickButton","2019-03-05T12:21:31.268Z","B7",,"Web","complete",,,,,,
"49","goToUrl","2019-03-05T12:21:34.186Z",,,"Web","complete",,,,,"www.webpage2.com",
"49","clickButton","2019-03-05T12:21:39.595Z","open",,"Web","complete",,,,,,
"49","openFile","2019-03-05T12:21:43.844Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"49","copy","2019-03-05T12:21:48.282Z","code","29","Web","complete",,,,,,
"49","paste","2019-03-05T12:21:51.515Z","name","29","Excel","complete","B","182",,,,
"49","goToUrl","2019-03-05T12:21:54.998Z",,,"Web","complete",,,,,"www.webpage.com",
"49","clickButton","2019-03-05T12:21:54.998Z","OK",,"Web","complete",,,,,,
"50","insertValue","2019-03-05T12:22:04.998Z","value1","value958","Web","complete",,,,,,
"50","insertValue","2019-03-05T12:22:12.827Z","code","19","Web","complete",,,,,,
"50","clickButton","2019-03-05T12:22:15.986Z","B7",,"Web","complete",,,,,,
"50","clickButton","2019-03-05T12:22:18.969Z","open",,"Web","complete",,,,,,
"50","copy","2019-03-05T12:22:22.976Z","code","19","Web","complete",,,,,,
"50","paste","2019-03-05T12:22:24.805Z","name","19","Excel","complete","B","587",,,,
"50","clickButton","2019-03-05T12:22:28.445Z","cancel",,"Web","complete",,,,,,
"50","clickButton","2019-03-05T12:22:31.339Z","OK",,"Web","complete",,,,,,
"51","insertValue","2019-03-05T12:22:41.339Z","value1","value1708","Web","complete",,,,,,
"51","insertValue","2019-03-05T12:22:55.013Z","code","34","Web","complete",,,,,,
"51","clickButton","2019-03-05T12:23:11.030Z","B7",,"Web","complete",,,,,,
"51","goToUrl","2019-03-05T12:23:15.148Z",,,"Web","complete",,,,,"www.webpage2.com",
"51","clickButton","2019-03-05T12:23:36.787Z","open",,"Web","complete",,,,,,
"51","copy","2019-03-05T12:23:39.356Z","code","34","Web","complete",,,,,,
"51","paste","2019-03-05T12:23:42.063Z","name","34","Excel","complete","B","1086",,,,
"51","clickButton","2019-03-05T12:23:44.059Z","cancel",,"Web","complete",,,,,,
"51","clickButton","2019-03-05T12:23:47.961Z","OK",,"Web","complete",,,,,,
"52","insertValue","2019-03-05T12:23:57.961Z","value1","value101","Web","complete",,,,,,
"52","insertValue","2019-03-05T12:24:08.491Z","code","22","Web","complete",,,,,,
"52","clickButton","2019-03-05T12:24:13.098Z","B7",,"Web","complete",,,,,,
"52","clickButton","2019-03-05T12:24:15.646Z","open",,"Web","complete",,,,,,
"52","openFile","2019-03-05T12:24:18.410Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"52","findValue","2019-03-05T12:24:21.693Z",,"name1037","Excel","complete",,,,,,"false"
"52","clickButton","2019-03-05T12:24:24.352Z","add",,"Web","complete",,,,,,
"52","clickButton","2019-03-05T12:24:28.599Z","OK",,"Web","complete",,,,,,
"53","insertValue","2019-03-05T12:24:38.599Z","value1","value1387","Web","complete",,,,,,
"53","insertValue","2019-03-05T12:24:46.731Z","code","25","Web","complete",,,,,,
"53","clickButton","2019-03-05T12:24:47.487Z","B6",,"Web","complete",,,,,,
"53","goToUrl","2019-03-05T12:24:50.492Z",,,"Web","complete",,,,,"www.webpage2.com",
"53","clickButton","2019-03-05T12:24:50.492Z","open",,"Web","complete",,,,,,
"53","copy","2019-03-05T12:24:53.491Z","code","25","Web","complete",,,,,,
"53","paste","2019-03-05T12:24:54.266Z","name","25","Excel","complete","B","326",,,,
"53","goToUrl","2019-03-05T12:24:57.038Z",,,"Web","complete",,,,,"www.webpage.com",
"53","clickButton","2019-03-05T12:25:05.200Z","OK",,"Web","complete",,,,,,
"54","insertValue","2019-03-05T12:25:15.200Z","value1","value766","Web","complete",,,,,,
"54","insertValue","2019-03-05T12:25:24.900Z","code","27","Web","complete",,,,,,
"54","clickButton","2019-03-05T12:25:29.767Z","B6",,"Web","complete",,,,,,
"54","clickButton","2019-03-05T12:25:32.769Z","open",,"Web","complete",,,,,,
"54","copy","2019-03-05T12:25:36.877Z","code","27","Web","complete",,,,,,
"54","paste","2019-03-05T12:25:38.322Z","name","27","Excel","complete","B","248",,,,
"54","clickButton","2019-03-05T12:25:41.964Z","cancel",,"Web","complete",,,,,,
"54","clickButton","2019-03-05T12:25:45.355Z","OK",,"Web","complete",,,,,,
"55","insertValue","2019-03-05T12:25:55.355Z","value1","value1906","Web","complete",,,,,,
"55","insertValue","2019-03-05T12:26:00.962Z","code","24","Web","complete",,,,,,
"55","clickButton","2019-03-05T12:26:07.545Z","B7",,"Web","complete",,,,,,
"55","clickButton","2019-03-05T12:26:11.051Z","open",,"Web","complete",,,,,,
"55","openFile","2019-03-05T12:26:15.893Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"55","findValue","2019-03-05T12:26:18.099Z",,"name1646","Excel","complete",,,,,,"true"
"55","clickButton","2019-03-05T12:26:21.118Z","add",,"Web","complete",,,,,,
"55","clickButton","2019-03-05T12:26:23.866Z","OK",,"Web","complete",,,,,,
"56","insertValue","2019-03-05T12:26:33.866Z","value1","value1203","Web","complete",,,,,,
"56","insertValue","2019-03-05T12:26:42.047Z","code","28","Web","complete",,,,,,
"56","clickButton","2019-03-05T12:26:50.470Z","B6",,"Web","complete",,,,,,
"56","goToUrl","2019-03-05T12:26:54.439Z",,,"Web","complete",,,,,"www.webpage2.com",
"56","clickButton","2019-03-05T12:27:06.054Z","open",,"Web","complete",,,,,,
"56","openFile","2019-03-05T12:27:08.373Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"56","findValue","2019-03-05T12:27:11.230Z",,"name574","Excel","complete",,,,,,"false"
"56","clickButton","2019-03-05T12:27:13.295Z","cancel",,"Web","complete",,,,,,
"56","clickButton","2019-03-05T12:27:15.556Z","OK",,"Web","complete",,,,,,
"57","insertValue","2019-03-05T12:27:25.556Z","value1","value693","Web","complete",,,,,,
"57","insertValue","2019-03-05T12:27:36.493Z","code","26","Web","complete",,,,,,
"57","clickButton","2019-03-05T12:27:48.382Z","B6",,"Web","complete",,,,,,
"57","clickButton","2019-03-05T12:27:52.735Z","open",,"Web","complete",,,,,,
"57","copy","2019-03-05T12:27:56.255Z","code","26","Web","complete",,,,,,
"57","paste","2019-03-05T12:27:58.464Z","name","26","Excel","complete","B","830",,,,
"57","goToUrl","2019-03-05T12:28:02.264Z",,,"Web","complete",,,,,"www.webpage.com",
"57","clickButton","2019-03-05T12:28:12.995Z","OK",,"Web","complete",,,,,,
"58","insertValue","2019-03-05T12:28:22.995Z","value1","value88","Web","complete",,,,,,
"58","insertValue","2019-03-05T12:28:32.002Z","code","27","Web","complete",,,,,,
"58","clickButton","2019-03-05T12:28:39.773Z","B7",,"Web","complete",,,,,,
"58","clickButton","2019-03-05T12:28:41.758Z","open",,"Web","complete",,,,,,
"58","openFile","2019-03-05T12:28:45.983Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"58","copy","2019-03-05T12:28:48.275Z","code","27","Web","complete",,,,,,
"58","paste","2019-03-05T12:28:51.123Z","name","27","Excel","complete","B","1598",,,,
"58","clickButton","2019-03-05T12:28:53.786Z","cancel",,"Web","complete",,,,,,
"58","clickButton","2019-03-05T12:28:58.373Z","OK",,"Web","complete",,,,,,
"59","insertValue","2019-03-05T12:29:08.373Z","value1","value1317","Web","complete",,,,,,
"59","insertValue","2019-03-05T12:29:17.160Z","code","23","Web","complete",,,,,,
"59","clickButton","2019-03-05T12:29:18.492Z","B6",,"Web","complete",,,,,,
"59","clickButton","2019-03-05T12:29:21.498Z","open",,"Web","complete",,,,,,
"59","openFile","2019-03-05T12:29:24.920Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"59","copy","2019-03-05T12:29:28.365Z","code","23","Web","complete",,,,,,
"59","paste","2019-03-05T12:29:31.318Z","name","23","Excel","complete","B","608",,,,
"59","goToUrl","2019-03-05T12:29:35.298Z",,,"Web","complete",,,,,"www.webpage.com",
"59","clickButton","2019-03-05T12:29:36.876Z","OK",,"Web","complete",,,,,,
"60","insertValue","2019-03-05T12:29:46.876Z","value1","value857","Web","complete",,,,,,
"60","insertValue","2019-03-05T12:30:01.187Z","code","25","Web","complete",,,,,,
"60","clickButton","2019-03-05T12:30:09.423Z","B6",,"Web","complete",,,,,,
"60","goToUrl","2019-03-05T12:30:13.591Z",,,"Web","complete",,,,,"www.webpage2.com",
"60","clickButton","2019-03-05T12:30:20.226Z","open",,"Web","complete",,,,,,
"60","openFile","2019-03-05T12:30:20.655Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"60","findValue","2019-03-05T12:30:22.239Z",,"name1523","Excel","complete",,,,,,"true"
"60","clickButton","2019-03-05T12:30:24.871Z","add",,"Web","complete",,,,,,
"60","clickButton","2019-03-05T12:30:28.087Z","OK",,"Web","complete",,,,,,
"61","insertValue","2019-03-05T12:30:38.087Z","value1","value734","Web","complete",,,,,,
"61","insertValue","2019-03-05T12:30:48.002Z","code","21","Web","complete",,,,,,
"61","clickButton","2019-03-05T12:30:50.907Z","B6",,"Web","complete",,,,,,
"61","goToUrl","2019-03-05T12:30:54.013Z",,,"Web","complete",,,,,"www.webpage2.com",
"61","clickButton","2019-03-05T12:30:59.863Z","open",,"Web","complete",,,,,,
"61","copy","2019-03-05T12:31:01.982Z","code","21","Web","complete",,,,,,
"61","paste","2019-03-05T12:31:06.154Z","name","21","Excel","complete","B","1737",,,,
"61","clickButton","2019-03-05T12:31:10.100Z","cancel",,"Web","complete",,,,,,
"61","clickButton","2019-03-05T12:31:12.333Z","OK",,"Web","complete",,,,,,
"62","insertValue","2019-03-05T12:31:22.333Z","value1","value581","Web","complete",,,,,,
"62","insertValue","2019-03-05T12:31:31.666Z","code","18","Web","complete",,,,,,
"62","clickButton","2019-03-05T12:31:37.798Z","B7",,"Web","complete",,,,,,
"62","clickButton","2019-03-05T12:31:39.446Z","open",,"Web","complete",,,,,,
"62","openFile","2019-03-05T12:31:42.554Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"62","findValue","2019-03-05T12:31:43.686Z",,"name606","Excel","complete",,,,,,"true"
"62","clickButton","2019-03-05T12:31:47.361Z","cancel",,"Web","complete",,,,,,
"62","clickButton","2019-03-05T12:31:51.855Z","OK",,"Web","complete",,,,,,
"63","insertValue","2019-03-05T12:32:01.855Z","value1","value1116","Web","complete",,,,,,
